11.04.2023                                                                                                     Saída dinâmica de lista                                                                                                             1


		 Val/MoeACC	MdACC	Def.proj.	Material	  Qtd.entr.	Texto breve material	     Valor/MT	Elemento PEP	Data doc.	Usuário	Nº doc.	Itm	 Valor/MObj	Denominação	Entrado em	Nº doc.ref
		     29,69	BRL	B-0808522	2660026	         2	FITA ISOL PVC 19MM CINZA	       29,69	B-0808522-SUPR	18.09.2019	AMA418508	1063707712		     29,69	B0808522SUPR	18.09.2019	4900774562
		     14,80	BRL	B-0808522	2660026	         1	FITA ISOL PVC 19MM CINZA	       14,80	B-0808522-SUPR	27.01.2020	AMA094543	1065664773		     14,80	SM para projeto	27.01.2020	4900060250
		     14,75	BRL	B-0808522	2660026	         1	FITA ISOL PVC 19MM CINZA	       14,75	B-0808522-SUPR	05.03.2020	AMA786593	1066351928		     14,75	SM para projeto	05.03.2020	4900153790
		     88,10	BRL	B-0808522	2660026	         6	FITA ISOL PVC 19MM CINZA	       88,10	B-0808522-SUPR	25.05.2020	AMA094543	1067540005		     88,10	SM para projeto	25.05.2020	4900336935
		     14,66	BRL	B-0808522	2660026	         1	FITA ISOL PVC 19MM CINZA	       14,66	B-0808522-SUPR	14.05.2020	AMA866598	1067362391		     14,66	SM para projeto	14.05.2020	4900309295
		     87,96	BRL	B-0808522	2660026	         6	FITA ISOL PVC 19MM CINZA	       87,96	B-0808522-SUPR	14.05.2020	AMA866598	1067357179		     87,96	SM para projeto	14.05.2020	4900308360
		    381,76	BRL	B-0808522	2660026	        26	FITA ISOL PVC 19MM CINZA	      381,76	B-0808522-SUPR	23.05.2020	AMA713570	1067497655		    381,76	JOGO COM 9750518	23.05.2020	4900332513
		     14,66	BRL	B-0808522	2660026	         1	FITA ISOL PVC 19MM CINZA	       14,66	B-0808522-SUPR	15.05.2020	AMA094543	1067370042		     14,66	SM para projeto	15.05.2020	4900310476
		     14,65	BRL	B-0808522	2660026	         1	FITA ISOL PVC 19MM CINZA	       14,65	B-0808522-SUPR	15.05.2020	AMA866598	1067375134		     14,65	SM para projeto	15.05.2020	4900311448
		  1.848,80	BRL	B-0808522	2660026	       126	FITA ISOL PVC 19MM CINZA	    1.848,80	B-0808522-SUPR	05.06.2020	AMA094543	1067721302		  1.848,80	SM para projeto	05.06.2020	4900365328
		     43,96	BRL	B-0808522	2660026	         3	FITA ISOL PVC 19MM CINZA	       43,96	B-0808522-SUPR	22.06.2020	AMA094543	1067886761		     43,96	SM para projeto	22.06.2020	4900400195
		     14,64	BRL	B-0808522	2660026	         1	FITA ISOL PVC 19MM CINZA	       14,64	B-0808522-SUPR	24.06.2020	CLB119725	1067926221		     14,64	SM para projeto	24.06.2020	4900406348
		     73,18	BRL	B-0808522	2660026	         5	FITA ISOL PVC 19MM CINZA	       73,18	B-0808522-SUPR	23.06.2020	AMA866598	1067903906		     73,18	SM para projeto	23.06.2020	4900405452
		     43,93	BRL	B-0808522	2660026	         3	FITA ISOL PVC 19MM CINZA	       43,93	B-0808522-SUPR	23.06.2020	AMA094543	1067897896		     43,93	SM para projeto	23.06.2020	4900403343
		     29,29	BRL	B-0808522	2660026	         2	FITA ISOL PVC 19MM CINZA	       29,29	B-0808522-SUPR	23.06.2020	AMA094543	1067903048		     29,29	SM para projeto	23.06.2020	4900403468
	*			B-0808522	2660026	       186	FITA ISOL PVC 19MM CINZA	    2.728,60
		  4.618,98	BRL	B-0808522	3300012	         8	POSTE CONCRETO DT  9/400 29F	    4.618,98	B-0808522-SUPR	23.08.2019	AMA023574	1063296547		  4.618,98	Estorno proj.->próp.	23.08.2019	4900696044
		  1.716,05	BRL	B-0808522	3300012	         3	POSTE CONCRETO DT  9/400 29F	    1.716,05	B-0808522-SUPR	27.01.2020	AMA023574	1065660684		  1.716,05	JOGO COM OBRA B-0250739	27.01.2020	4900060109
		  4.564,73	BRL	B-0808522	3300012	         8	POSTE CONCRETO DT  9/400 29F	    4.564,73	B-0808522-SUPR	30.03.2020	AMA713570	1066699280		  4.564,73	SM p/projeto-concret	30.03.2020	4900212270
		  6.849,88	BRL	B-0808522	3300012	        12	POSTE CONCRETO DT  9/400 29F	    6.849,88	B-0808522-SUPR	25.03.2020	AMA567533	1066593866		  6.849,88	SM p/projeto-concret	25.03.2020	4900203703
		-577,37	BRL	B-0808522	3300012	-1	POSTE CONCRETO DT  9/400 29F	-577,37	B-0808522-SUPR	25.05.2020	AMA094543	1067539922		-577,37	JOGO COM 9758114	25.05.2020	4900336687
		-2.309,48	BRL	B-0808522	3300012	-4	POSTE CONCRETO DT  9/400 29F	-2.309,48	B-0808522-SUPR	23.05.2020	AMA713570	1067496932		-2.309,48	JOGO COM RESERVA: 9752424	23.05.2020	4900331865
		  2.259,93	BRL	B-0808522	3300012	         4	POSTE CONCRETO DT  9/400 29F	    2.259,93	B-0808522-SUPR	25.05.2020	AMA713570	1067528008		  2.259,93	JOGO COM RESERVA: 9756011 (desfazendo)	25.05.2020	4900335068
		  5.671,09	BRL	B-0808522	3300012	        10	POSTE CONCRETO DT  9/400 29F	    5.671,09	B-0808522-SUPR	13.05.2020	AMA714582	1067343351		  5.671,09	SM p/projeto-concret	13.05.2020	4900303999
		  1.699,40	BRL	B-0808522	3300012	         3	POSTE CONCRETO DT  9/400 29F	    1.699,40	B-0808522-SUPR	14.05.2020	AMA714582	1067361048		  1.699,40	JOGO COM 9717886	14.05.2020	4900308827
		-2.283,28	BRL	B-0808522	3300012	-4	POSTE CONCRETO DT  9/400 29F	-2.283,28	B-0808522-SUPR	05.06.2020	AMA094543	1067721288		-2.283,28	JOGO COM 9788051	05.06.2020	4900365314
		-1.716,06	BRL	B-0808522	3300012	-3	POSTE CONCRETO DT  9/400 29F	-1.716,06	B-0808522-SUPR	05.06.2020	AMA094543	1067721288		-1.716,06	JOGO COM 9788051	05.06.2020	4900365314
		-1.732,11	BRL	B-0808522	3300012	-3	POSTE CONCRETO DT  9/400 29F	-1.732,11	B-0808522-SUPR	05.06.2020	AMA094543	1067721288		-1.732,11	JOGO COM 9788051	05.06.2020	4900365314
		-1.132,94	BRL	B-0808522	3300012	-2	POSTE CONCRETO DT  9/400 29F	-1.132,94	B-0808522-SUPR	22.06.2020	AMA094543	1067891150		-1.132,94	JG 9818373	22.06.2020	4900401830
		-5.671,10	BRL	B-0808522	3300012	-10	POSTE CONCRETO DT  9/400 29F	-5.671,10	B-0808522-SUPR	22.06.2020	AMA094543	1067891150		-5.671,10	JG 9818373	22.06.2020	4900401830
		-3.423,54	BRL	B-0808522	3300012	-6	POSTE CONCRETO DT  9/400 29F	-3.423,54	B-0808522-SUPR	22.06.2020	AMA094543	1067891150		-3.423,54	JG 9818373	22.06.2020	4900401830
		-1.141,18	BRL	B-0808522	3300012	-2	POSTE CONCRETO DT  9/400 29F	-1.141,18	B-0808522-SUPR	19.06.2020	AMA094543	1067874126		-1.141,18	JOGO COM RESERVA: 9809979	19.06.2020	4900397233
		-4.566,56	BRL	B-0808522	3300012	-8	POSTE CONCRETO DT  9/400 29F	-4.566,56	B-0808522-SUPR	19.06.2020	AMA094543	1067874126		-4.566,56	JOGO COM RESERVA: 9809979	19.06.2020	4900397233
	*			B-0808522	3300012	         5	POSTE CONCRETO DT  9/400 29F	    2.826,44
		  6.535,67	BRL	B-0808522	3300016	         7	POSTE CONCRETO DT 11/600 44F	    6.535,67	B-0808522-SUPR	30.03.2020	AMA713570	1066699280		  6.535,67	SM p/projeto-concret	30.03.2020	4900212270
		-2.778,87	BRL	B-0808522	3300016	-3	POSTE CONCRETO DT 11/600 44F	-2.778,87	B-0808522-SUPR	25.05.2020	AMA094543	1067539933		-2.778,87	JOGO COM 9757887	25.05.2020	4900336707
		-926,29	BRL	B-0808522	3300016	-1	POSTE CONCRETO DT 11/600 44F	-926,29	B-0808522-SUPR	23.05.2020	AMA713570	1067496932		-926,29	DM p/projeto-concret	23.05.2020	4900331865
		-1.856,04	BRL	B-0808522	3300016	-2	POSTE CONCRETO DT 11/600 44F	-1.856,04	B-0808522-SUPR	23.05.2020	AMA713570	1067496932		-1.856,04	DM p/projeto-concret	23.05.2020	4900331865
		-6.535,69	BRL	B-0808522	3300016	-7	POSTE CONCRETO DT 11/600 44F	-6.535,69	B-0808522-SUPR	23.05.2020	AMA713570	1067496932		-6.535,69	DM p/projeto-concret	23.05.2020	4900331865
		  1.856,04	BRL	B-0808522	3300016	         2	POSTE CONCRETO DT 11/600 44F	    1.856,04	B-0808522-SUPR	13.05.2020	AMA714582	1067343340		  1.856,04	SM p/projeto-concret	13.05.2020	4900303988
		  6.484,04	BRL	B-0808522	3300016	         7	POSTE CONCRETO DT 11/600 44F	    6.484,04	B-0808522-SUPR	14.05.2020	AMA714582	1067361048		  6.484,04	SM p/projeto-concret	14.05.2020	4900308827
		-2.778,87	BRL	B-0808522	3300016	-3	POSTE CONCRETO DT 11/600 44F	-2.778,87	B-0808522-SUPR	25.06.2020	AMA094543	1067954037		-2.778,87	JOGO COM RESERVA: 9827740	25.06.2020	4900411466
	*			B-0808522	3300016	         0	POSTE CONCRETO DT 11/600 44F	-0,01
		    685,26	BRL	B-0808522	3300076	         1	POSTE CONCRETO DT 9/600 29F	      685,26	B-0808522-SUPR	13.05.2020	AMA714582	1067343351		    685,26	SM p/projeto-concret	13.05.2020	4900303999
	*			B-0808522	3300076	         1	POSTE CONCRETO DT 9/600 29F	      685,26
		  1.078,13	BRL	B-0808522	3300082	         1	POSTE CONCRETO DT 12/600 44F	    1.078,13	B-0808522-SUPR	19.02.2020	AMA567533	1066111185		  1.078,13	JOGO COM A RESERVA 922 - 9567851	19.02.2020	4900119837
		  1.070,74	BRL	B-0808522	3300082	         1	POSTE CONCRETO DT 12/600 44F	    1.070,74	B-0808522-SUPR	30.03.2020	AMA713570	1066699280		  1.070,74	SM p/projeto-concret	30.03.2020	4900212270
	*			B-0808522	3300082	         2	POSTE CONCRETO DT 12/600 44F	    2.148,87
		    367,28	BRL	B-0808522	3300095	         1	POSTE CONCRETO DT 9/200 29F	      367,28	B-0808522-SUPR	13.05.2020	AMA714582	1067343351		    367,28	SM p/projeto-concret	13.05.2020	4900303999
	*			B-0808522	3300095	         1	POSTE CONCRETO DT 9/200 29F	      367,28
		 11.110,93	BRL	B-0808522	3300152	        14	POSTE CONCRETO DT 11/400 44F	   11.110,93	B-0808522-SUPR	23.08.2019	AMA023574	1063296547		 11.110,93	Estorno proj.->próp.	23.08.2019	4900696044
		  2.380,91	BRL	B-0808522	3300152	         3	POSTE CONCRETO DT 11/400 44F	    2.380,91	B-0808522-SUPR	23.08.2019	AMA023574	1063296548		  2.380,91	Estorno proj.->próp.	23.08.2019	4900696045
		    779,09	BRL	B-0808522	3300152	         1	POSTE CONCRETO DT 11/400 44F	      779,09	B-0808522-SUPR	19.02.2020	AMA567533	1066111185		    779,09	JOGO COM A RESERVA 922 - 9567851	19.02.2020	4900119837
		-8.433,59	BRL	B-0808522	3300152	-11	POSTE CONCRETO DT 11/400 44F	-8.433,59	B-0808522-SUPR	23.05.2020	AMA713570	1067496932		-8.433,59	DM p/projeto-concret	23.05.2020	4900331865
		-779,09	BRL	B-0808522	3300152	-1	POSTE CONCRETO DT 11/400 44F	-779,09	B-0808522-SUPR	23.05.2020	AMA713570	1067496932		-779,09	DM p/projeto-concret	23.05.2020	4900331865
		-13.491,88	BRL	B-0808522	3300152	-17	POSTE CONCRETO DT 11/400 44F	-13.491,88	B-0808522-SUPR	23.05.2020	AMA713570	1067496932		-13.491,88	DM p/projeto-concret	23.05.2020	4900331865
		 13.800,42	BRL	B-0808522	3300152	        18	POSTE CONCRETO DT 11/400 44F	   13.800,42	B-0808522-SUPR	13.05.2020	AMA714582	1067343351		 13.800,42	SM p/projeto-concret	13.05.2020	4900303999
	*			B-0808522	3300152	         7	POSTE CONCRETO DT 11/400 44F	    5.366,79
		  1.763,03	BRL	B-0808522	3300153	         2	POSTE CONCRETO DT 12/400 44F	    1.763,03	B-0808522-SUPR	23.08.2019	AMA023574	1063296548		  1.763,03	Estorno proj.->próp.	23.08.2019	4900696045
		-1.763,04	BRL	B-0808522	3300153	-2	POSTE CONCRETO DT 12/400 44F	-1.763,04	B-0808522-SUPR	21.12.2019	AMA023574	1065257625		-1.763,04	JOGO COM RESERVA: 9445087	21.12.2019	4901049482
		  1.744,57	BRL	B-0808522	3300153	         2	POSTE CONCRETO DT 12/400 44F	    1.744,57	B-0808522-SUPR	28.02.2020	AMA713570	1066279151		  1.744,57	REGULARIZAÇÃO ENTRE RESERVAS: 9445087 / 9445088	28.02.2020	4900141110
		    870,95	BRL	B-0808522	3300153	         1	POSTE CONCRETO DT 12/400 44F	      870,95	B-0808522-SUPR	25.03.2020	AMA567533	1066593866		    870,95	SM p/projeto-concret	25.03.2020	4900203703
		  1.729,75	BRL	B-0808522	3300153	         2	POSTE CONCRETO DT 12/400 44F	    1.729,75	B-0808522-SUPR	14.05.2020	AMA714582	1067361048		  1.729,75	SM p/projeto-concret	14.05.2020	4900308827
		-1.744,58	BRL	B-0808522	3300153	-2	POSTE CONCRETO DT 12/400 44F	-1.744,58	B-0808522-SUPR	04.06.2020	AMA094543	1067706713		-1.744,58	DM p/projeto-concret	04.06.2020	4900362012
	*			B-0808522	3300153	         3	POSTE CONCRETO DT 12/400 44F	    2.600,68
		  2.480,67	BRL	B-0808522	3302058	         1	POSTE CONCRETO CIRCULAR 12/1000	    2.480,67	B-0808522-SUPR	13.05.2020	AMA714582	1067343351		  2.480,67	SM p/projeto-concret	13.05.2020	4900303999
	*			B-0808522	3302058	         1	POSTE CONCRETO CIRCULAR 12/1000	    2.480,67
		  8.149,77	BRL	B-0808522	3302082	         4	POSTE CONCRETO CIRCULAR 11/1000	    8.149,77	B-0808522-SUPR	13.05.2020	AMA714582	1067343351		  8.149,77	SM p/projeto-concret	13.05.2020	4900303999
	*			B-0808522	3302082	         4	POSTE CONCRETO CIRCULAR 11/1000	    8.149,77
		    642,53	BRL	B-0808522	3310001	         9	CRUZETA CONC T    2400MM  200DAN	      642,53	B-0808522-SUPR	21.08.2019	AMA023574	1063254300		    642,53	Estorno proj.->próp.	21.08.2019	4900689785
		    214,28	BRL	B-0808522	3310001	         3	CRUZETA CONC T    2400MM  200DAN	      214,28	B-0808522-SUPR	16.08.2019	AMA023574	1063162513		    214,28	Estorno proj.->próp.	16.08.2019	4900669573
		  1.933,31	BRL	B-0808522	3310001	        27	CRUZETA CONC T    2400MM  200DAN	    1.933,31	B-0808522-SUPR	12.08.2019	AMA023574	1063081859		  1.933,31	Estorno proj.->próp.	12.08.2019	4900654254
		    788,28	BRL	B-0808522	3310001	        11	CRUZETA CONC T    2400MM  200DAN	      788,28	B-0808522-SUPR	27.01.2020	AMA023574	1065660684		    788,28	SM p/projeto-concret	27.01.2020	4900060109
		-642,51	BRL	B-0808522	3310001	-9	CRUZETA CONC T    2400MM  200DAN	-642,51	B-0808522-SUPR	22.01.2020	AMA713570	1065588398		-642,51	DM p/projeto-concret	22.01.2020	4900046163
		-214,29	BRL	B-0808522	3310001	-3	CRUZETA CONC T    2400MM  200DAN	-214,29	B-0808522-SUPR	22.01.2020	AMA713570	1065588398		-214,29	DM p/projeto-concret	22.01.2020	4900046163
		-1.933,20	BRL	B-0808522	3310001	-27	CRUZETA CONC T    2400MM  200DAN	-1.933,20	B-0808522-SUPR	22.01.2020	AMA713570	1065588398		-1.933,20	DM p/projeto-concret	22.01.2020	4900046163
		  2.792,92	BRL	B-0808522	3310001	        39	CRUZETA CONC T    2400MM  200DAN	    2.792,92	B-0808522-SUPR	19.02.2020	AMA713570	1066117326		  2.792,92	REG ENTRE RESERVAS 921-9493324  com  922-9493326	19.02.2020	4900120452
		-1.933,47	BRL	B-0808522	3310001	-27	CRUZETA CONC T    2400MM  200DAN	-1.933,47	B-0808522-SUPR	20.03.2020	AMA094543	1066538453		-1.933,47	JOGO COM A RESERVA 9620400	20.03.2020	4900195075
		-788,26	BRL	B-0808522	3310001	-11	CRUZETA CONC T    2400MM  200DAN	-788,26	B-0808522-SUPR	20.03.2020	AMA094543	1066538453		-788,26	JOGO COM A RESERVA 9620400	20.03.2020	4900195075
		-71,61	BRL	B-0808522	3310001	-1	CRUZETA CONC T    2400MM  200DAN	-71,61	B-0808522-SUPR	20.03.2020	AMA094543	1066538457		-71,61	JOGO COM A RESERVA 9620403	20.03.2020	4900195079
		-787,71	BRL	B-0808522	3310001	-11	CRUZETA CONC T    2400MM  200DAN	-787,71	B-0808522-SUPR	23.05.2020	AMA713570	1067496932		-787,71	DM p/projeto-concret	23.05.2020	4900331865
	*			B-0808522	3310001	         0	CRUZETA CONC T    2400MM  200DAN	        0,27
		    280,69	BRL	B-0808522	3310007	         4	CRUZETA CONC RET  2400MM  200DAN	      280,69	B-0808522-SUPR	23.08.2019	AMA023574	1063296548		    280,69	Estorno proj.->próp.	23.08.2019	4900696045
		-280,68	BRL	B-0808522	3310007	-4	CRUZETA CONC RET  2400MM  200DAN	-280,68	B-0808522-SUPR	23.05.2020	AMA713570	1067496932		-280,68	DM p/projeto-concret	23.05.2020	4900331865
	*			B-0808522	3310007	         0	CRUZETA CONC RET  2400MM  200DAN	        0,01
		    457,22	BRL	B-0808522	3310028	         4	CRUZETA CONC RET  2100MM  400DAN	      457,22	B-0808522-SUPR	31.03.2020	AMA713570	1066722819		    457,22	SM p/projeto-concret	31.03.2020	4900214575
		-457,24	BRL	B-0808522	3310028	-4	CRUZETA CONC RET  2100MM  400DAN	-457,24	B-0808522-SUPR	05.05.2020	AMA094543	1067267038		-457,24	DM p/projeto-concret	05.05.2020	4900286704
	*			B-0808522	3310028	         0	CRUZETA CONC RET  2100MM  400DAN	-0,02
		    483,38	BRL	B-0808522	3310029	         4	CRUZETA CONC RET  2400MM  400DAN	      483,38	B-0808522-SUPR	22.05.2020	AMA023574	1067469784		    483,38	SM p/projeto-concret	22.05.2020	4900327219
		    476,66	BRL	B-0808522	3310029	         4	CRUZETA CONC RET  2400MM  400DAN	      476,66	B-0808522-SUPR	13.05.2020	AMA714582	1067346458		    476,66	SM p/projeto-concret	13.05.2020	4900305530
		-476,68	BRL	B-0808522	3310029	-4	CRUZETA CONC RET  2400MM  400DAN	-476,68	B-0808522-SUPR	04.06.2020	AMA094543	1067707407		-476,68	DM p/projeto-concret	04.06.2020	4900362023
	*			B-0808522	3310029	         4	CRUZETA CONC RET  2400MM  400DAN	      483,36
		    171,95	BRL	B-0808522	3324021	        10	PLACA CONC ESTAI 400 F22	      171,95	B-0808522-SUPR	08.08.2019	AMA023574	1063037412		    171,95	Estorno proj.->próp.	08.08.2019	4900643484
		     34,66	BRL	B-0808522	3324021	         2	PLACA CONC ESTAI 400 F22	       34,66	B-0808522-SUPR	27.01.2020	AMA023574	1065660684		     34,66	SM p/projeto-concret	27.01.2020	4900060109
		    173,87	BRL	B-0808522	3324021	        10	PLACA CONC ESTAI 400 F22	      173,87	B-0808522-SUPR	30.03.2020	AMA713570	1066699280		    173,87	SM p/projeto-concret	30.03.2020	4900212270
	*			B-0808522	3324021	        22	PLACA CONC ESTAI 400 F22	      380,48
		    785,85	BRL	B-0808522	3340007	         8	CRUZETA FIBRA RETA 90X90 2,4M	      785,85	B-0808522-SUPR	22.09.2020	CLB155407	1069304966		    785,85	SM para projeto	22.09.2020	4900637341
		-196,46	BRL	B-0808522	3340007	-2	CRUZETA FIBRA RETA 90X90 2,4M	-196,46	B-0808522-SUPR	17.10.2020	CLB155407	1069704315		-196,46	DM para projeto	17.10.2020	4900703749
		     98,17	BRL	B-0808522	3340007	         1	CRUZETA FIBRA RETA 90X90 2,4M	       98,17	B-0808522-SUPR	16.10.2020	AMA713570	1069678103		     98,17	JOGO COM 10082717	16.10.2020	4900699994
		-98,17	BRL	B-0808522	3340007	-1	CRUZETA FIBRA RETA 90X90 2,4M	-98,17	B-0808522-SUPR	27.11.2020	CLB123684	1070396355		-98,17	DM p/projeto-concret	27.11.2020	4900820139
		-589,38	BRL	B-0808522	3340007	-6	CRUZETA FIBRA RETA 90X90 2,4M	-589,38	B-0808522-SUPR	27.11.2020	CLB123684	1070396355		-589,38	DM p/projeto-concret	27.11.2020	4900820139
	*			B-0808522	3340007	         0	CRUZETA FIBRA RETA 90X90 2,4M	        0,01
		-2.641,86	BRL	B-0808522	3341008	-2	POSTE FIBRA CIRC/QUAD 9/400	-2.641,86	B-0808522-SUPR	09.10.2020	CLB155407	1069615611		-2.641,86	DM para projeto	09.10.2020	4900683988
		  5.283,73	BRL	B-0808522	3341008	         4	POSTE FIBRA CIRC/QUAD 9/400	    5.283,73	B-0808522-SUPR	07.10.2020	CLB155407	1069577306		  5.283,73	SM para projeto	07.10.2020	4900674972
		-1.320,93	BRL	B-0808522	3341008	-1	POSTE FIBRA CIRC/QUAD 9/400	-1.320,93	B-0808522-SUPR	20.11.2020	CLB155407	1070243672		-1.320,93	DM para projeto	20.11.2020	4900800662
	*			B-0808522	3341008	         1	POSTE FIBRA CIRC/QUAD 9/400	    1.320,94
		  1.784,43	BRL	B-0808522	3341009	         1	POSTE FIBRA CIRC/QUAD 11/400	    1.784,43	B-0808522-SUPR	22.10.2020	CLB155407	1069770474		  1.784,43	JOGO COM 10100840	22.10.2020	4900719462
	*			B-0808522	3341009	         1	POSTE FIBRA CIRC/QUAD 11/400	    1.784,43
		  1.946,28	BRL	B-0808522	3341010	         1	POSTE FIBRA CIRC/QUAD 11/600	    1.946,28	B-0808522-SUPR	16.10.2020	AMA713570	1069678100		  1.946,28	JOGO COM 10082715	16.10.2020	4900699992
	*			B-0808522	3341010	         1	POSTE FIBRA CIRC/QUAD 11/600	    1.946,28
		 24.206,48	BRL	B-0808522	3341015	        17	POSTE FIBRA CIRC/QUAD 11/200	   24.206,48	B-0808522-SUPR	23.05.2020	AMA713570	1067497655		 24.206,48	SM para projeto	23.05.2020	4900332513
	*			B-0808522	3341015	        17	POSTE FIBRA CIRC/QUAD 11/200	   24.206,48
		 55.772,17	BRL	B-0808522	3341016	        57	POSTE FIBRA CIRC/QUAD 9/200	   55.772,17	B-0808522-SUPR	23.05.2020	AMA713570	1067497655		 55.772,17	SM para projeto	23.05.2020	4900332513
	*			B-0808522	3341016	        57	POSTE FIBRA CIRC/QUAD 9/200	   55.772,17
		  2.729,14	BRL	B-0808522	3341017	         1	POSTE FIBRA CIRC/QUAD 12/600	    2.729,14	B-0808522-SUPR	22.10.2020	CLB155407	1069770474		  2.729,14	SM para projeto	22.10.2020	4900719462
	*			B-0808522	3341017	         1	POSTE FIBRA CIRC/QUAD 12/600	    2.729,14
		 23.048,93	BRL	B-0808522	3341021	        14	POSTE FIBRA CIRC/QUAD 9/600	   23.048,93	B-0808522-SUPR	23.05.2020	AMA713570	1067497655		 23.048,93	SM para projeto	23.05.2020	4900332513
	*			B-0808522	3341021	        14	POSTE FIBRA CIRC/QUAD 9/600	   23.048,93
		  2.931,32	BRL	B-0808522	3410030	        76	MAO FRANCESA PERFIL ACO 48X 5,0X 1971MM	    2.931,32	B-0808522-SUPR	23.05.2020	AMA713570	1067497655		  2.931,32	SM para projeto	23.05.2020	4900332513
		-154,28	BRL	B-0808522	3410030	-4	MAO FRANCESA PERFIL ACO 48X 5,0X 1971MM	-154,28	B-0808522-SUPR	22.06.2020	AMA866598	1067886177		-154,28	DM para projeto	22.06.2020	4900400807
		    698,98	BRL	B-0808522	3410030	        18	MAO FRANCESA PERFIL ACO 48X 5,0X 1971MM	      698,98	B-0808522-SUPR	22.06.2020	AMA094543	1067888584		    698,98	SM para projeto	22.06.2020	4900400644
	*			B-0808522	3410030	        90	MAO FRANCESA PERFIL ACO 48X 5,0X 1971MM	    3.476,02
		     46,63	BRL	B-0808522	3410080	         8	MAO FRANCESA PLANA ACO  710MM	       46,63	B-0808522-SUPR	08.08.2019	AMA299551	1063044228		     46,63	B0808522SUPR	08.08.2019	4900644044
		    118,13	BRL	B-0808522	3410080	        20	MAO FRANCESA PLANA ACO  710MM	      118,13	B-0808522-SUPR	27.01.2020	AMA094543	1065664773		    118,13	SM para projeto	27.01.2020	4900060250
		  1.281,31	BRL	B-0808522	3410080	       214	MAO FRANCESA PLANA ACO  710MM	    1.281,31	B-0808522-SUPR	25.05.2020	AMA094543	1067540005		  1.281,31	SM para projeto	25.05.2020	4900336935
		    143,80	BRL	B-0808522	3410080	        24	MAO FRANCESA PLANA ACO  710MM	      143,80	B-0808522-SUPR	14.05.2020	AMA866598	1067357179		    143,80	SM para projeto	14.05.2020	4900308360
		  2.371,13	BRL	B-0808522	3410080	       396	MAO FRANCESA PLANA ACO  710MM	    2.371,13	B-0808522-SUPR	23.05.2020	AMA713570	1067497655		  2.371,13	SM para projeto	23.05.2020	4900332513
